campaign_name,type,target_audience,start_date,end_date,budget,revenue,conversion_rate,CTR,CPC,duration_days
Front-line attitude-oriented adapter,webinar,B2C,2023-01-07,2024-04-23,32575.19,262152.11,0.17,0.17,5.882352941175408,472
Grass-roots scalable framework,social media,B2C,2023-02-16,2023-08-19,61978.1,108.21,0.77,0.77,1.2987012987012714,184
Networked zero administration array,email,B2B,2022-12-29,2023-12-13,62893.8,956677.1,0.53,0.53,1.8867924528301323,349
Visionary client-driven instruction set,email,B2C,2022-12-18,2023-11-09,80963.14,520779.28,0.7,0.7,1.4285714285714035,326
Seamless directional Graphic Interface,email,B2C,2022-08-27,2023-12-08,89833.97,533309.75,0.42,0.42,2.3809523809523183,468
Innovative 4thgeneration protocol,webinar,B2C,2022-08-16,2024-01-24,78857.26,899416.78,0.74,0.74,1.3513513513513284,526
Cross-group radical definition,webinar,B2C,2023-04-24,2024-04-01,42878.1,236497.1,0.66,0.66,1.5151515151514614,343
Automated client-server contingency,social media,B2B,2022-11-30,2023-12-20,27483.74,138657.81,0.38,0.38,2.631578947368169,385
Enterprise-wide tangible secured line,email,B2B,2023-07-04,2024-05-30,32993.61,15015.31,0.9,0.9,1.1111111111110736,331
Open-architected transitional framework,podcast,B2C,2022-10-02,2023-12-15,2568.1,189403.95,0.26,0.26,3.8461538461480855,439
Networked motivating Graphic Interface,podcast,B2C,2022-08-06,2024-04-23,9689.82,570403.72,0.31,0.31,3.225806451611829,626
Balanced impactful collaboration,social media,B2C,2022-09-07,2024-03-24,48068.29,749632.31,0.13,0.13,7.692307692306461,564
Phased clear-thinking matrix,webinar,B2B,2022-12-28,2024-06-24,41572.75,745526.31,0.4,0.4,2.4999999999998495,544
Multi-channeled hybrid workforce,email,B2B,2022-12-27,2023-09-12,54998.51,328378.21,0.44,0.44,2.272727272727179,259
Up-sized dedicated workforce,email,B2C,2022-09-13,2024-05-21,26043.99,990541.8,0.25,0.25,3.9999999999993854,616
Focused tangible array,podcast,B2B,2022-12-20,2024-03-10,24633.17,477094.47,0.45,0.45,2.2222222222220216,446
Organized heuristic customer loyalty,email,B2B,2022-08-14,2023-08-07,56844.8,213233.35,0.45,0.45,2.2222222222221353,358
Implemented radical array,email,B2B,2022-08-09,2024-02-11,50192.71,579337.15,0.13,0.13,7.692307692306512,551
Reactive even-keeled hardware,email,B2B,2023-04-20,2024-06-24,86585.56,343542.86,0.94,0.94,1.0638297872340294,431
Implemented logistical architecture,webinar,B2B,2023-07-20,2024-04-06,15386.79,973522.31,0.98,0.98,1.0204081632652384,261
Team-oriented intermediate matrices,webinar,B2C,2023-05-31,2024-01-04,56098.87,693941.43,0.53,0.53,1.8867924528301252,218
Operative optimizing firmware,webinar,B2B,2023-04-06,2024-06-20,86427.37,615345.97,0.69,0.69,1.4492753623188164,441
Cloned system-worthy project,email,B2B,2023-05-11,2023-11-30,12214.82,553547.53,0.46,0.46,2.1739130434778735,203
Versatile regional capability,email,B2C,2022-09-26,2023-09-19,83088.32,564579.89,0.8,0.8,1.2499999999999811,358
De-engineered static standardization,email,B2C,2022-11-22,2023-10-21,80176.5,24198.61,0.11,0.11,9.09090909090806,333
Total bi-directional attitude,podcast,B2B,2023-04-25,2024-06-12,11441.68,831009.89,0.39,0.39,2.564102564101989,414
Progressive non-volatile service-desk,webinar,B2C,2022-09-20,2024-06-10,48365.23,340157.74,0.67,0.67,1.4925373134327897,629
Business-focused needs-based synergy,webinar,B2B,2023-06-20,2023-09-12,86182.78,761650.71,0.12,0.12,8.333333333332527,84
Optional holistic Graphical User Interface,social media,B2B,2023-04-15,2024-06-10,87937.87,186429.38,0.96,0.96,1.0416666666666543,422
Grass-roots bottom-line strategy,webinar,B2C,2023-04-23,2023-08-09,13932.94,737381.8,0.21,0.21,4.761904761903135,108
Quality-focused fault-tolerant secured line,webinar,B2C,2023-02-01,2023-08-02,8324.3,875993.48,0.76,0.76,1.3157894736840023,182
Secured solution-oriented application,social media,B2B,2022-09-12,2024-02-22,10216.93,597726.39,0.12,0.12,8.333333333326536,528
Multi-tiered executive task-force,email,B2C,2023-02-18,2024-03-24,73598.13,508514.45,0.45,0.45,2.2222222222221553,400
Focused empowering superstructure,webinar,B2C,2023-02-05,2024-05-26,39103.33,503191.26,0.55,0.55,1.8181818181817333,476
Reverse-engineered motivating algorithm,webinar,B2C,2023-01-28,2024-03-23,5833.99,181824.5,0.65,0.65,1.5384615384611326,420
Configurable attitude-oriented throughput,podcast,B2C,2023-01-14,2024-07-17,60899.96,511916.8,0.3,0.3,3.3333333333331514,550
Expanded neutral extranet,podcast,B2B,2023-06-16,2023-12-07,40596.83,794415.14,0.22,0.22,4.545454545454036,174
Reduced attitude-oriented task-force,social media,B2C,2022-12-03,2023-12-24,25337.54,569047.55,0.17,0.17,5.882352941175104,386
Focused logistical projection,webinar,B2C,2022-09-15,2023-10-18,93064.34,783632.31,0.6,0.6,1.6666666666666368,398
Proactive asymmetric time-frame,webinar,B2C,2023-01-15,2024-03-24,75609.64,579392.35,0.84,0.84,1.1904761904761718,434
Inverse systematic productivity,email,B2C,2023-05-08,2024-07-20,21939.98,52042.32,0.55,0.55,1.8181818181816671,439
Optional coherent moratorium,podcast,B2B,2022-09-17,2023-11-24,89036.76,917084.93,0.44,0.44,2.272727272727215,433
Expanded upward-trending conglomeration,podcast,B2C,2023-02-04,2024-06-01,31126.7,899936.24,0.37,0.37,2.7027027027024677,483
Compatible clear-thinking array,webinar,B2B,2022-08-17,2024-04-21,51825.62,891145.72,0.49,0.49,2.040816326530532,613
Universal 4thgeneration framework,email,B2C,2023-04-25,2023-12-22,71516.9,857045.98,0.72,0.72,1.3888888888888622,241
Persevering motivating benchmark,social media,B2C,2023-07-02,2023-09-18,95735.11,369103.26,0.24,0.24,4.166666666666485,78
Object-based content-based ability,webinar,B2C,2022-10-12,2023-12-20,26262.29,415891.1,0.77,0.77,1.2987012987012345,434
Innovative logistical interface,social media,B2C,2023-03-05,2023-10-25,99579.39,758121.44,0.28,0.28,3.5714285714284433,234
De-engineered impactful policy,podcast,B2C,2022-09-04,2024-06-11,35965.37,574345.65,0.77,0.77,1.2987012987012518,646
Integrated contextually-based parallelism,webinar,B2C,2022-08-19,2024-06-02,47201.38,402603.75,0.67,0.67,1.4925373134327886,653
Innovative mission-critical firmware,email,B2C,2023-04-10,2023-09-10,66401.2,419378.34,0.91,0.91,1.0989010989010808,153
Advanced clear-thinking Graphical User Interface,webinar,B2C,2023-01-21,2024-05-19,69533.11,791308.71,0.59,0.59,1.694915254237247,484
Reactive tangible access,webinar,B2B,2022-09-09,2024-05-14,73328.31,149637.56,0.92,0.92,1.0869565217391142,613
Versatile systemic challenge,social media,B2B,2023-02-02,2023-12-28,50036.8,578349.16,0.45,0.45,2.2222222222221233,329
Switchable value-added portal,email,B2B,2022-09-10,2023-09-16,24555.69,542272.5,0.19,0.19,5.263157894735714,371
Up-sized well-modulated support,webinar,B2C,2022-09-11,2024-06-06,83793.28,927525.79,0.97,0.97,1.0309278350515336,634
Secured asymmetric focus group,social media,B2C,2023-03-17,2023-10-05,20492.32,293207.54,0.43,0.43,2.325581395348573,202
Down-sized 6thgeneration methodology,podcast,B2B,2023-05-26,2023-12-14,84057.89,574894.6,0.69,0.69,1.449275362318816,202
Upgradable next generation knowledge user,webinar,B2B,2023-02-14,2023-09-01,44021.7,268456.4,0.71,0.71,1.4084507042253072,199
Reverse-engineered regional data-warehouse,email,B2C,2022-11-10,2024-05-06,72633.75,46016.24,0.19,0.19,5.263157894736461,543
Implemented 4thgeneration open system,webinar,B2C,2022-12-30,2024-05-12,42103.6,789172.99,0.84,0.84,1.190476190476157,499
Progressive motivating array,email,B2C,2023-02-18,2024-01-18,30951.13,576624.43,0.25,0.25,3.9999999999994826,334
Visionary client-driven pricing structure,social media,B2B,2022-09-11,2024-07-29,4675.43,641884.2,0.5,0.5,1.9999999999991445,687
Pre-emptive mission-critical matrices,email,B2C,2022-08-30,2023-11-19,55342.0,350758.89,0.9,0.9,1.1111111111110887,446
Triple-buffered high-level neural-net,social media,B2B,2022-11-01,2024-06-05,83667.24,460534.5,0.0,0.0,83667240000000.0,582
Managed actuating open architecture,email,B2C,2022-12-30,2023-11-02,69912.37,325212.98,0.24,0.24,4.166666666666418,307
Visionary composite task-force,email,B2B,2022-10-22,2024-07-30,68203.64,931667.61,0.56,0.56,1.785714285714239,647
Ergonomic fresh-thinking customer loyalty,email,B2B,2022-08-28,2024-05-20,53848.51,940582.98,0.98,0.98,1.0204081632652868,631
Enterprise-wide didactic instruction set,social media,B2B,2022-11-11,2023-10-05,2339.3,197904.55,0.73,0.73,1.369863013697828,328
Decentralized client-driven adapter,webinar,B2C,2023-01-08,2024-03-18,85162.21,547794.76,0.9,0.9,1.1111111111110967,435
Cross-platform transitional interface,webinar,B2C,2022-08-05,2023-09-23,57412.53,540285.9,0.2,0.2,4.999999999999564,414
Universal transitional moderator,social media,B2B,2023-05-04,2024-07-22,17051.21,572556.5,0.22,0.22,4.5454545454533335,445
Universal composite open system,webinar,B2B,2023-03-02,2024-01-13,20606.52,346919.49,0.42,0.42,2.3809523809521056,317
Public-key human-resource product,podcast,B2B,2022-11-11,2024-07-23,18637.27,105353.85,0.16,0.16,6.249999999997904,620
Secured background encryption,email,B2B,2022-09-22,2023-12-18,57858.79,755718.77,0.16,0.16,6.249999999999325,452
Implemented content-based contingency,email,B2C,2023-07-18,2023-09-05,9933.82,286921.83,0.35,0.35,2.8571428571420356,49
Open-architected responsive array,social media,B2C,2022-12-24,2023-12-10,55733.12,148330.9,0.31,0.31,3.225806451612716,351
Reverse-engineered client-server neural-net,social media,B2B,2023-01-19,2024-02-17,3854.95,223877.3,0.34,0.34,2.941176470585991,394
Networked upward-trending forecast,email,B2B,2023-07-06,2024-01-23,43185.33,918409.28,0.72,0.72,1.3888888888888442,201
Multi-layered optimal pricing structure,webinar,B2C,2023-01-28,2023-11-21,35728.11,556729.13,0.97,0.97,1.0309278350515167,297
Persistent stable leverage,social media,B2B,2023-01-15,2023-10-04,70220.82,89723.88,0.33,0.33,3.0303030303028997,262
Focused stable analyzer,webinar,B2C,2023-06-28,2024-06-06,39506.88,753417.28,0.81,0.81,1.2345679012345292,344
Networked exuding instruction set,podcast,B2C,2022-09-11,2024-02-27,93971.2,232132.15,0.29,0.29,3.448275862068839,534
Multi-layered intermediate conglomeration,webinar,B2C,2022-08-30,2024-04-17,51220.79,784728.26,0.13,0.13,7.692307692306536,596
Visionary 24hour circuit,email,B2B,2022-08-26,2024-06-21,88113.95,528254.15,0.49,0.49,2.040816326530565,665
Optional even-keeled functionalities,webinar,B2C,2023-01-01,2023-08-23,62829.72,253765.71,0.62,0.62,1.6129032258064102,234
De-engineered systematic conglomeration,webinar,B2C,2023-05-02,2023-12-26,79350.42,332867.82,0.57,0.57,1.754385964912242,238
Extended 24hour contingency,podcast,B2C,2023-07-07,2023-08-18,69815.82,2810.51,0.27,0.27,3.7037037037035074,42
User-centric clear-thinking interface,social media,B2C,2022-08-28,2024-05-27,29206.8,628376.14,0.34,0.34,2.941176470587939,638
Programmable optimal capability,email,B2B,2023-06-06,2024-02-27,59160.0,376200.21,0.69,0.69,1.4492753623188055,266
Optimized zero administration approach,email,B2B,2023-04-07,2023-11-13,17097.49,378447.69,0.82,0.82,1.2195121951218644,220
Robust directional complexity,email,B2B,2023-03-16,2024-07-27,31330.31,820739.68,0.77,0.77,1.298701298701245,499
Reverse-engineered 4thgeneration analyzer,social media,B2C,2022-12-24,2023-11-03,35539.13,579364.9,0.68,0.68,1.4705882352940567,314
Secured incremental moratorium,webinar,B2B,2022-08-04,2023-08-28,43792.4,70347.37,0.81,0.81,1.2345679012345332,389
Universal asymmetric extranet,webinar,B2B,2023-03-07,2024-04-30,80292.7,19497.73,0.25,0.25,3.9999999999998006,420
User-friendly next generation challenge,social media,B2B,2023-01-27,2023-09-10,93319.78,738244.49,0.57,0.57,1.754385964912248,226
Vision-oriented zero tolerance hardware,email,B2C,2023-01-13,2023-12-28,25534.3,141758.95,0.99,0.99,1.0101010101009702,349
Reverse-engineered static infrastructure,email,B2C,2023-07-16,2023-08-07,7315.35,162798.55,0.7,0.7,1.4285714285711495,22
Managed leadingedge knowledge user,email,B2B,2023-03-04,2024-01-27,4714.75,650653.56,0.12,0.12,8.333333333318604,329
Multi-channeled full-range framework,webinar,B2C,2023-07-01,2023-08-31,83835.24,161707.63,0.48,0.48,2.0833333333332815,61
Optional secondary website,webinar,B2B,2022-12-13,2023-09-12,17625.0,517206.57,0.18,0.18,5.555555555553805,273
Open-source fault-tolerant open architecture,webinar,B2C,2023-06-03,2024-07-31,29827.35,310553.26,0.36,0.36,2.7777777777775188,424
Distributed dynamic process improvement,email,B2B,2022-09-17,2023-10-06,62616.23,652592.33,0.7,0.7,1.4285714285713962,384
Triple-buffered exuding Local Area Network,podcast,B2C,2022-12-19,2023-11-21,47196.25,572836.7,0.92,0.92,1.0869565217391055,337
Vision-oriented 24hour migration,social media,B2C,2022-09-30,2023-12-07,4072.67,7636.54,0.18,0.18,5.555555555547977,433
Intuitive 4thgeneration access,social media,B2B,2022-08-16,2024-07-28,82509.65,702414.14,0.29,0.29,3.4482758620688214,712
Organic multi-tasking hardware,social media,B2B,2022-11-28,2024-02-12,50412.87,334303.84,0.27,0.27,3.7037037037034315,441
Switchable solution-oriented success,social media,B2C,2023-06-13,2024-03-06,93586.76,601987.53,0.87,0.87,1.1494252873563078,267
Multi-channeled 5thgeneration methodology,podcast,B2B,2023-01-19,2024-02-28,7401.5,537274.2,0.12,0.12,8.333333333323951,405
Object-based scalable utilization,webinar,B2B,2023-01-29,2023-12-01,97845.91,985580.9,0.63,0.63,1.5873015873015617,306
Operative tangible firmware,email,B2C,2023-04-19,2024-06-25,77555.4,613448.3,0.21,0.21,4.76190476190447,433
Up-sized user-facing secured line,social media,B2C,2022-10-02,2023-10-29,11168.71,277549.41,0.2,0.2,4.999999999997762,392
